,WineID,WineDesc,Vintage
985,985,Zuccardi Concreto Malbec,2017
986,986,Santa Julia Reserve Mountain Blend,2017
987,987,Mark West Black Pinot Noir,2016
988,988,La Cattura Tuscan Red,2016
989,989,Las Cartas Red Blend,2015
990,990,Shaw & Smith Sauvignon Blanc,2018
991,991,Black Cabra Malbec,2017
992,992,William Hill North Coast Chardonnay,2016
993,993,Vina Carmen Grand Reserve Cabernet Sauvignon,2016
994,994,Bob's Chenin Blanc,
995,995,Bob's Pinotage,
996,996,Bloem Red Blend,
997,997,Remhoogte Bushvine Pinotage,2016
998,998,Remhoogte Honeybunch Chenin Blanc,2016
999,999,Gigognan Cotes du Rhone,2017
1000,1000,Mondavi Bourbon Barrel Cabernet Sauvignon,2016
1001,1001,Josh Pinot Noir,
1002,1002,Antiche Terre Venete Amarone,2015
1003,1003,Z. Alexander Brown Uncaged Cabernet Sauvignon,2016
1004,1004,Collina dei Lecci Brunello di Montalcino,2013
1005,1005,Lecciaia Brunello di Montalcino,2013
1006,1006,Gnarly Head 1924 Double Black Red Blend,
1007,1007,Flueriet Sancerre,2017
1008,1008,Clos de la Roilette Tardive Fleurie,2018
1009,1009,1865 Single Vineyard Sauvignon Blanc,2017
1010,1010,Raat's Red Jasper,2015
1011,1011,Araucano Cabernet Sauvignon,2015
1012,1012,Orin Swift Palermo,2016
1013,1013,Orin Swift Machete,2016
1014,1014,Begonia Sangria,
1015,1015,"Charles Smith ""Cs"" Substance Cabernet Sauvignon",2017
1016,1016,Underwood Rose,2018
1017,1017,Fritz Fisk Riesling,2016
1018,1018,Lote 44 Malbec,2018
1019,1019,Chateau Thivin Broiully Reverdon,2017
1020,1020,Tonel 46 Reserve Malbec,2016
1021,1021,Dreaming Tree Sauvignon Blanc,2016
1022,1022,Lagar da Condesa Albarino,2016
1023,1023,Ravage Cabernet Sauvignon,2016
1024,1024,Intrinsic Cabernet Sauvignon,2016
1025,1025,Quinta Do Portal Rose,2018
1026,1026,Route Stock Cabernet Sauvignon,2016
1027,1027,Folium Sauvignon Blanc,2018
1028,1028,Lyle Thomas Oregon Pinot Noir,2017
1029,1029,Casas del Bosque Reserve Cabernet Sauvignon,2017
1030,1030,1865 Single Vineyard Pinot Noir,2018
1031,1031,Daou The Pessimist Red Blend,2017
1032,1032,Boschendal The Rose Garden,2018
1033,1033,A List Chardonnay,
1034,1034,Quiet Resolve Hanna's Sauvignon Blanc,
1035,1035,Josh Merlot,
1036,1036,Black Cabra Cabernet Sauvignon,2018
1037,1037,Dark Horse Pinot Noir,
1038,1038,Chalk Hill Sonoma Coast Pinot Noir,2017
1039,1039,1000 Stories Bourbon Barrel Aged Zinfandel,2016
1040,1040,Cune Gran Reserva Rioja,2010
1041,1041,Jaboulet Petite Chapelle Hermitage,2010
1042,1042,Terracoppa Morellino di Scansano,2016
1043,1043,Apothic Inferno,
1044,1044,Domaine Lafage Narassa Red,2016
1045,1045,Zenato Alanera,2015
1046,1046,The Seeker Pinot Noir,
1047,1047,Farnetella Lucilla Toscana Rosso,2017
1048,1048,High Valley Sauvignon Blanc,2018
1049,1049,Hewitson Miss Harry Red Blend,2016
1050,1050,Dark Horse Sauvignon Blanc,
1051,1051,Tapiz Alta Collection Cabernet Sauvignon,2015
1052,1052,Best's Great Western Shiraz,2016
1053,1053,Bodegas Ego Fuerza Red,2015
1054,1054,Wagner Dry Riesling,2016
1055,1055,Arboleda Chardonnay,2017
1056,1056,Beckmen Cuvee le Bec,2016
1057,1057,Boen Pinot Noir,2017
1058,1058,Paxis Red Blend,2013
1059,1059,Tilia Uxmal Malbec,2015
1060,1060,Smith & Hook Proprietary Red,2016
1061,1061,Line 39 Sauvignon Blanc,
1062,1062,Line 39 Pinot Noir,
1063,1063,Elio Perrone Tasmorcan Barbera,2017
1064,1064,Aeris Pinot Noir,2017
1065,1065,Patz & Hall Sonoma Coast Chardonnay,2016
1066,1066,152 Pinot Grigio,
1067,1067,Colonia Las Liebres Bonarda,2018
1068,1068,Daou Reserve Cabernet Sauvignon,2016
1069,1069,Domaine Gueneau Sancerre Rouge,2018
1070,1070,Domus Aurea Cabernet Sauvignon,2014
1071,1071,Duckhorn Chardonnay,2017
1072,1072,Line 39 Cabernet Sauvignon,
1073,1073,Atalon Sauvignon Blanc,2016
1074,1074,Bousquet Cameleon Malbec,2018
1075,1075,Escarlata Red Blend,2014
1076,1076,Sanama Cabernet Sauvignon,2014
1077,1077,Kermit Lynch Cotes du Rhone Cypress,2015
1078,1078,Terenzi Morellino di Scansano,2016
1079,1079,La Crema Monterey Chardonnay,2016
1080,1080,Astrolabe Sauvignon Blanc,2018
1081,1081,Cooper & Thief Red Blend,2016
1082,1082,Anjos Vinho Verde Rose,2018
1083,1083,Marietta Game Trail Cabernet Sauvignon,2015
1084,1084,19 Crimes The Banished Red,
1085,1085,Julia James Chardonnay,2016
1086,1086,Duckhorn Decoy Rose,2018
1087,1087,Charlet Beaujolais Villages,2017
1088,1088,Block 831 Chalk Hill Cabernet Sauvignon,2015
1089,1089,Daou Vineyards Chardonnay,2018
1090,1090,Butter Chardonnay,2017
1091,1091,Chateau Malbec Bordeaux,2015
1092,1092,Rombauer Sauvignon Blanc,2017
1093,1093,Zorzal Grand Terrior Malbec,2015
1094,1094,Line 39 Chardonnay,
1095,1095,Encore Pinot Noir,2017
1096,1096,Chateau d'Yquem Sauternes 2006,
1097,1097,Vasse Felix Chardonnay,2017
1098,1098,Finca Wolffer Rose,2018
1099,1099,Dog Point Section 94 Sauvignon Blanc,2016
1100,1100,Tonel 46 Reserve Cabernet Sauvignon,2016
1101,1101,Norfolk Rise Shiraz,2016
1102,1102,Sixto Uncovered Chardonnay,2015
1103,1103,Chateau Saint Roch Vieilles Vignes Blanc,2016
1104,1104,Barville Cotes du Rhone Blanc,2017
1105,1105,Fly By Sauvignon Blanc,2017
1106,1106,Shaw & Smith Shiraz,2015
1107,1107,Dark Horse Double Down Red Blend,
1108,1108,Sandhi Santa Barbara Chardonnay,2016
1109,1109,Bousquet Cameleon Chardonnay,2018
1110,1110,Giovanni Rocca Barbera,2017
1111,1111,Dog Point Pinot Noir,2016
1112,1112,Jaboulet Secret Syrah,2015
1113,1113,Chateau Bois Malot Bordeaux Blanc,2018
1114,1114,Santa Isle Grand Reserve Pinot Noir,2016
1115,1115,La Spinetta Nebbiolo,2015
1116,1116,Mollydooker Carnival Of Love,2017
1117,1117,Gnarly Head 1924 Double Black Cabernet Sauvignon,
1118,1118,Villa San Juliette Chorum Red Blend,2014
1119,1119,Feudo Montoni Nero d'Avola Lagnusa,2016
1120,1120,Tensley Santa Barbara Syrah,2018
1121,1121,Ruffino Il Ducale Pinot Grigio,2017
1122,1122,Tarima Hill Old Vines Red,2016
1123,1123,Resonance Willamette Valley Pinot Noir,2016
1124,1124,Andretta Brunello di Montalcino,2013
1125,1125,Gianfranco Alessandria Barolo,2015
1126,1126,Gnarly Head Sauvignon Blanc,
1127,1127,Fitvine Cabernet Sauvignon,
1128,1128,Fitvine Chardonnay,
1129,1129,19 Crimes Chardonnay,
1130,1130,19 Crimes The Uprising,
1131,1131,Barville Chateauneuf du Pape,2016
1132,1132,Neveu Sancerre Embouffants,2017
1133,1133,Giapoza Pinot Noir,2016
1134,1134,Alchemist Pinot Noir,2016
1135,1135,Austin Hope Cabernet Sauvignon,2017
1136,1136,Campomaggio Chianti Classico Riserva,2013
1137,1137,Kendall Jackson Rose,2018
1138,1138,Postales Malbec-Cabernet Sauvignon,2017
1139,1139,Castano Alcaria,2016
1140,1140,G.D. Vajra Albe Barolo,2014
1141,1141,Colossal Reserva Red,2014
1142,1142,Roco Gravel Road Pinot Noir,2016
1143,1143,Chateau Toutigeac White Bordeaux,2018
1144,1144,Ayres Willamette Pinot Noir,2017
1145,1145,Clonakilla Hilltops Shiraz,2016
1146,1146,Bird In Hand Shiraz,2016
1147,1147,Bird In Hand Sparkling Rose,2018
1148,1148,Tait Border Crossing Shiraz,2015
1149,1149,Bleasdale Broadside Red,
1150,1150,Altocedro Ano Cero Cabernet Sauvignon,2017
1151,1151,Altocedro La Consulta Select Red Blend,2015
1152,1152,Piattelli Reserve Cabernet Sauvignon,2016
1153,1153,Chateau de Ribebon Bordeaux,2015
1154,1154,Raeburn Russian River Pinot Noir,2016
1155,1155,Vina Zorzal Malayeto,2016
1156,1156,Dos Almas Grand Reserve Cabernet Sauvignon,2016
1157,1157,Dos Almas Grand Reserve Carmenere,2015
1158,1158,Dos Almas Grand Reserve Pinot Noir,2015
1159,1159,Dos Almas Grand Reserve Red Blend,2015
1160,1160,La Crema Monterey Pinot Noir,2017
1161,1161,Intrinsic Red Blend,2017
1162,1162,Mocali Brunello di Montalcino,2013
1163,1163,Uccelliera Brunello di Montalcino,2013
1164,1164,Beringer Brother's Bourbon Barrel Aged Cabernet Sauvignon,2016
1165,1165,Beringer Brothers Bourbon Barrel Red Blend,
1166,1166,Capraia Gran Selezione #55,2014
1167,1167,Capraia Chianti Classico Riserva,2013
1168,1168,Manapetra Brunello di Montalcino,2012
1169,1169,Sabeo Rueda Verdejo,
1170,1170,Sabeo Albarino,
1171,1171,Dr. Fischer Steinbock Riesling,2018
1172,1172,Apothic Brew,
1173,1173,Emancipation Red,2015
1174,1174,Gramercy Lower East Cabernet Sauvignon,2015
1175,1175,Fondreche Ventoux Rouge,2016
1176,1176,Pot de Vin Pay d'Oc Merlot,2016
1177,1177,Bacchus Cabernet Sauvignon,2015
1178,1178,Capraia Chianti Classico,2016
1179,1179,Castellani Chianti Classico Riserva,2012
1180,1180,Pra Soave Otto,2018
1181,1181,Aromas Das Castas Vinho Verde,
1182,1182,La Bete Noire Cahors,2015
1183,1183,Proemio Red Blend,2017
1184,1184,Casa Americo Reserva Red,2012
1185,1185,Champy Volnay Premier Cru Taillpieds,2012
1186,1186,Clou de Pin Bordeaux Superior,2016
1187,1187,Luna Single Vineyard Malbec,2015
1188,1188,Garage Wine Company Lot #43 Cabernet Franc,2013
1189,1189,El Enemigo Chardonnay,2017
1190,1190,Venus La Universal Dido Montsant,2017
1191,1191,Black Kite Soberanes Pinot Noir,2014
1192,1192,Urgency Cabernet Sauvignon,2017
1193,1193,Norfolk Rise Pinot Noir,2017
1194,1194,Norfolk Rise Sauvignon Blanc,2017
1195,1195,Calcu Reserva Especial Carmenere,2014
1196,1196,Cave L'Aurance Vintage Cremant,2014
1197,1197,La Cabriole Saumur Chenin Blanc,2018
1198,1198,Quinta Do Cabriz Dao White,
1199,1199,Buck Shack Cabernet Sauvignon,2017
1200,1200,Terre da Vino Barolo,2015
1201,1201,Chapelle d'Alienor Bordeaux,2016
1202,1202,Dominus Napanook,2015
1203,1203,Sutherland Pinot Noir,2014
1204,1204,Left Coast Latitude #45 Pinot Noir,2015
1205,1205,Santa Cortina Pinot Grigio,2018
1206,1206,Baica Barricado Monastrell,2015
1207,1207,Eradus Sauvignon Blanc,2018
1208,1208,Bird In Hand Rose,2018
1209,1209,Nieto Benjamin Select Malbec,2017
1210,1210,Ron Rubin Russian River Pinot Noir,2016
1211,1211,Mullan Road Red,2015
1212,1212,Prospector Chardonnay,
1213,1213,Prospector Cabernet Sauvignon,
1214,1214,Prospector Pinot Noir,
1215,1215,Dos Almas Grand Reserve Sauvignon Blanc,2018
1216,1216,Tyrrell's Hunter Valley Shiraz,2017
1217,1217,Quinta da Lixa Pouco Comum Alvarinho,2018
1218,1218,Vins de Vienne Les Barcillants Cornas,2014
1219,1219,G-11 Cabernet Sauvignon,2014
1220,1220,La Bruja de Rozas Comando G,2017
1221,1221,Casa Castillo Vino de Finca,2016
1222,1222,Wapisa Patagonia Malbec,2017
1223,1223,Introvert Cabernet Sauvignon,2017
1224,1224,Merieau Hexagonals Sauvignon Blanc,2018
1225,1225,Proemio Reserve Cabernet Sauvignon,2016
1226,1226,Proemio Barrel Selection Mendoza Red,2011
1227,1227,Matias Riccitelli Hey Malbec,2017
1228,1228,Matias Riccitelli The Party Malbec,2017
1229,1229,Lauverjat Menetou Salon,2017
1230,1230,Merayo Mencia Bierzo,2017
1231,1231,Vina Zorzal Garnacha Navarra,2017
1232,1232,Vina Zorzal Graciano Navarra,2016
1233,1233,Octopoda Russian River Chardonnay,2018
1234,1234,Fly By Zinfandel,
1235,1235,Tiberio Montepulciano,2016
1236,1236,J. Christopher Pinot Noir Volcanique,2015
1237,1237,Jets Uncorked Red Blend,
1238,1238,Arnaldo Rivera Ravera Barolo,2015
1239,1239,Lungo Il Fiume Montepulciano d'Abruzzo,2016
1240,1240,Lungo Il Fiume Pinot Grigio,2016
1241,1241,Suvali Chardonnay,2017
1242,1242,Suvali Pinot Noir,2017
1243,1243,Clos des Lunes Bordeaux Blanc,2016
1244,1244,San Felipe Cabernet Sauvignon,2017
1245,1245,San Felipe Malbec,2017
1246,1246,Empezar Cabernet Sauvignon,2017
1247,1247,Empezar Malbec,2017
1248,1248,Empezar Red Blend,2017
1249,1249,Lalama Ribeira Sacra,2014
1250,1250,Dr. Loosen Dry Riesling,2017
1251,1251,Thistledown Grenache Thorny Devil,2016
1252,1252,Vasse Felix Filius Cabernet Sauvignon,2015
1253,1253,Kloof Street Swartland Red,2017
1254,1254,Kloof Street Chenin Blanc,2018
1255,1255,Block 924 Howell Mountain Cabernet Sauvignon,2016
1256,1256,Block 212 Oakville Cabernet Sauvignon,2016
1257,1257,Sc Pannell Basso Grenache,2017
1258,1258,Block 220 Red Mountain Cabernet Sauvignon,2014
1259,1259,Block 218 Horse Haven Hills Cabernet Sauvignon,2015
1260,1260,Zorzal Eggo Tinto de Tiza,2016
1261,1261,Casa Natal Reserve Malbec,2013
1262,1262,Greenhough Pinot Noir,2015
1263,1263,Clos Henri Pinot Noir,2017
1264,1264,Octopoda North Coast Cabernet Franc,2017
1265,1265,Block 211 Oakville Red Blend,2017
1266,1266,Single Lot #58 Napa Cabernet Sauvignon,2016
1267,1267,Single Lot #54 Oakville Merlot,2017
1268,1268,Quinta Das Setencostas Red,2013
1269,1269,Nalys Chateauneuf du Pape Grand Vin,2016
1270,1270,Colene Clemens Dopp Creek Pinot Noir,2017
1271,1271,Fitvine Prosecco,NV
1272,1272,Brotte Cotes du Rhone Village Cairanne,2016
1273,1273,Eguren Ugarte Rioja,2016
1274,1274,Marco & Vittorio Adriano Bassarin Barbaresco,2015
1275,1275,Z. Alexander Brown Uncaged Chardonnay,2016
1276,1276,Fin del Mundo Red Blend,2017
1277,1277,Renieri Brunello di Montalcino,2013
1278,1278,Block 504 Reserve Cabernet Sauvignon,2016
1279,1279,La Posta Glorieta Pinot Noir,2017
1280,1280,Chono Single Vineyard Syrah,2016
1281,1281,Pierre Levee Cotes de Castillon Bordeaux,2016
1282,1282,Coustaut La Grangeotte Bordeaux,2016
1283,1283,Chamaille Cotes de Blaye Bordeaux,2015
1284,1284,Chateau Saint Roch Roubials,2016
1285,1285,Sierra de Tolono White Rioja,2018
1286,1286,Sarah's Vineyard Pinot Noir,2017
1287,1287,Smith & Sheth Cru Sauvignon Blanc,2017
1288,1288,Giant Steps Pinot Noir,2018
1289,1289,Cantine Valpane Barbera,2015
1290,1290,Manoir Firetiere Chardonnay,2017
1291,1291,Eguren Ugarte Cincuenta Rioja,2015
1292,1292,Tensley Fundamental Red Blend,2017
1293,1293,Block 538 Russian River Pinot Noir,2017
1294,1294,Block 556 Russian River Reserve Pinot Noir,2016
1295,1295,Single Lot #28 Napa Valley Sauvignon Blanc,2017
1296,1296,Octopoda Russian River Pinot Noir,2017
1297,1297,Red Domus Cotes du Roussillon Villages,2015
1298,1298,Cambon La Pelouse Haut Medoc Bordeaux,2016
1299,1299,Blancat Parcel Selection Malbec,2017
1300,1300,Garage Wine Company B.C. Pais,2017
1301,1301,Norfolk Rise Cabernet Sauvignon,2016
1302,1302,Rudius Savory Cabernet Sauvignon,2014
1303,1303,Masion Castel Grand Reserve Cabernet Sauvignon,2016
1304,1304,Masion Castel Grand Reserve Chardonnay,2017
1305,1305,Perro Callejero Malbec,2017
1306,1306,Domaine Lafond Chateauneuf du Pape,2016
1307,1307,Bruno Colin Bourgogne Blanc,2015
1308,1308,Tercos Torrontes,2017
1309,1309,Arrowood Knights Valley Cabernet Sauvignon,2015
1310,1310,Kim Crawford Signature Reserve Sauvignon Blanc,2017
1311,1311,Virna Barolo,2013
1312,1312,Eradus Pinot Noir,2016
1313,1313,Dos Almas Brut,NV
1314,1314,Louis Riesling Rheinhessen,2018
1315,1315,Gen de Alma Ji Ji Ji Chenin Blanc,2018
1316,1316,Mcnab Ridge Zinfandel,2016
1317,1317,Domaine Raimbault Pineau Sancerre,2018
1318,1318,Urgency Sauvignon Blanc,2018
1319,1319,Ceppaiano Violetta Rosso,2012
1320,1320,Chateau Ste Michelle Red Mountain Cabernet Sauvignon,2016
1321,1321,Dr. G Dry Riesling,2017
1322,1322,Urgency Pinot Noir,2018
1323,1323,Quinta da Lixa Pouco Comum Rose,2018
1324,1324,Quinta Do Ataide Douro,2015
1325,1325,Block 665 Diamond Mountain Reserve Cabernet Sauvignon,2017
1326,1326,Apaltagua Granate,NV
1327,1327,Adorn Pinot Noir,2017
1328,1328,Rudius Farella Cabernet Sauvignon,2014
1329,1329,Josh Sonoma Reserve Chardonnay,2017
1330,1330,Josh Lodi Reserve Cabernet Sauvignon,2017
1331,1331,Francis Coppola Diamond Collection Golden Tier Oregon Pinot Noir,2017
1332,1332,Espino Reserva Especial Chardonnay,2018
1333,1333,Espino Reserva Especial Cabernet Sauvignon,2017
1334,1334,Espino Reserva Especial Carmenere,2017
1335,1335,Three Clicks Napa Valley Sauvignon Blanc,2016
1336,1336,Folenvie Rose de France,2018
1337,1337,Long Valley Ranch Chardonnay,2017
1338,1338,Long Valley Ranch Pinot Noir,2016
1339,1339,Suvali Cabernet Sauvignon,2016
1340,1340,Pepiere Monnieres Fiacre Muscadet,2015
1341,1341,Fragas Do Lecer Corvo Godello,2017
1342,1342,Vaglio Aggie Malbec,2017
1343,1343,Morande Grand Reserve Cabernet Sauvignon,2015
1344,1344,Mancura Sauvignon Blanc,2018
1345,1345,Mancura Cabernet Sauvignon,2018
1346,1346,Route Stock Pinot Noir,2017
1347,1347,Burgo Viejo Rioja Crianza,2016
1348,1348,La Casa In Collina Barbaresco,2015
1349,1349,Grgich Hills Cellars Blue Beret Chardonnay,2016
1350,1350,Espiritu de Chile Reserve Chardonnay,2017
1351,1351,Espiritu de Chile Reserve Sauvignon Blanc,2018
1352,1352,Espiritu de Chile Assemblage Red Blend,2016
1353,1353,Block 221 Oakville Reserve Cabernet Sauvignon,2017
1354,1354,Malacara Oak Cask Red Blend,2016
1355,1355,Los Haroldos Reserve Malbec,2015
1356,1356,Los Haroldos Estate Red Blend,2016
1357,1357,Las Huertas Chardonnay,2018
1358,1358,Lapalu Vieilles Vignes Beaujolais-Villages,2017
1359,1359,Menage A Trios Bourbon Cabernet Sauvignon,
1360,1360,Iris Mendoza Malbec,2017
1361,1361,Juggernaut Pinot Noir,2016
1362,1362,Breca Vino de Espana Rose,2018
1363,1363,Sierra de la Demanda Rioja,2014
1364,1364,Sierra de la Demanda Rioja Blanco,2015
1365,1365,Calma Crianza Rioja,2013
1366,1366,Ancient Peaks Merlot,2016
1367,1367,La Lecciaia Sangiovese Toscana,2015
1368,1368,Wapisa Patagonia Sauvignon Blanc,2018
1369,1369,Montes Purple Angel,2016
1370,1370,Domaine Ferrando Colombis Chateauneuf du Pape,2017
1371,1371,Castellare Poggio Al Merli,2013
1372,1372,Zuni Amarone,2015
1373,1373,Javerniere Morgon Cote du Py,2017
1374,1374,Hart & Mcgarry Reserve Pinot Noir,2017
1375,1375,Navigator Napa Valley Cabernet Sauvignon,2016
1376,1376,Kurtz Family Vineyards Barossa Shiraz,2015
1377,1377,Diatom Bar-M Chardonnay,2018
1378,1378,Quinta da Aveleda Loureiro,2018
1379,1379,Felipe Staiti Vertigo Red Blend,2015
1380,1380,Chateau Gaillot Fournier Bordeaux,2015
1381,1381,Font de Joubert Cotes du Rhone,2016
1382,1382,La Fourmone le Secret Gigondas,2016
1383,1383,le Peche de Neyrat Sauvignon Blanc,2018
1384,1384,Silver Palm Sauvignon Blanc,2016
1385,1385,Mon Frere Cabernet Sauvignon,2017
1386,1386,Mon Frere Chardonnay,2017
1387,1387,Mon Frere Pinot Noir,2017
1388,1388,Kangarilla Road Shiraz,2016
1389,1389,Kangarilla Road Chardonnay,2018
1390,1390,Kangarilla Road Rose,2018
1391,1391,Vieux Telegraphe Chateauneuf du Pape Blanc,2016
1392,1392,La Crema Yamhill Carlton Pinot Noir,2015
1393,1393,Petrolo Boggina A,2016
1394,1394,Petrolo Boggina B,
1395,1395,Valle Reale Trebbiano,2018
1396,1396,Moccagatta Barbaresco Bric Balin,2016
1397,1397,Rapaura Springs Reserve Sauvignon Blanc,2018
1398,1398,Rolet Arbois Chardonnay,2015
1399,1399,Pierre Girardin Bourgogne Blanc,2017
1400,1400,Pierre Girardin Pommard,2017
1401,1401,Jean Milan Symphorine Blanc de Blancs Grand Cru Brut,2013
1402,1402,Thread Count Napa Valley Cabernet Sauvignon,2017
1403,1403,Thread Count Santa Maria Chardonnay,2018
1404,1404,Thread Count Santa Maria Pinot Noir,2017
1405,1405,Thread Count Sonoma Red Blend,2016
1406,1406,Shannon Ridge Circle O Cabernet Sauvignon,2016
1407,1407,Anko Torrontes,2017
1408,1408,Piattelli Trinita Grand Reserve Red,2015
1409,1409,Kuhnel Moulin-A-Vent,2015
1410,1410,Sans Liege The Offering Red,2016
1411,1411,Gen del Alma Ji Ji Ji Red,2018
1412,1412,Jas du Lauzon Luberon White,2017
1413,1413,Decibel Sauvignon Blanc,2017
1414,1414,Stone Paddock Hawk's Bay Sauvignon Blanc,2017
1415,1415,Stone Paddock Hawk's Bay Chardonnay,2016
1416,1416,Giant Steps Chardonnay,2017
1417,1417,Vite Colte Moscato d'Asti La Gatta,2017
1418,1418,Marquis d'Alesme Margaux,2016
1419,1419,Thomas Labaille Sancerre Rose,2018
1420,1420,Los Bocheros Cabernet Sauvingon,2018
1421,1421,Los Bocheros Malbec,2018
1422,1422,Los Bocheros Red Blend,2018
1423,1423,Wapisa Patagonia Pinot Noir,2017
1424,1424,Amalgama Red Blend,2017
1425,1425,Marco & Vittorio Adriano Bassarin Sanadaive Barbaresco,2016
1426,1426,Cloud Cove Sauvignon Blanc,2018
1427,1427,Gran Sasso Sangiovese,2017
1428,1428,Marcoux Chateauneuf du Pape,2013
1429,1429,Aplanta Red Blend,2018
1430,1430,Block 205 Red Mountain Cabernet Sauvignon,2016
1431,1431,Block 1031 Walla Walla Cabernet Sauvignon,2016
1432,1432,Block 043 Napa Valley Fume Blanc,2018
1433,1433,Alpha Box & Dice Tarot Grenache,2018
1434,1434,Quinta Dos Murcas Minas,2016
1435,1435,Quinta Dos Murcas Margem,2017
1436,1436,Guido Porro Gianetto Barolo,2013
1437,1437,Josh Lodi Zinfandel,2018
1438,1438,Clos de Napa Cabernet Sauvignon,2017
1439,1439,Penfolds Max's Shiraz,2016
1440,1440,Trisaetum Willamette Chardonnay,2016
1441,1441,Trisaetum Ribbon Ridge Pinot Noir,2017
